global_step,eval_loss,train_loss,matches,wer
809,3.4781388177871704,0.44212591648101807,0,383.68820880000004
1618,3.490131667137146,0.7670872807502747,0,379.82949809999997
2000,3.5022926630973816,0.42611297965049744,0,385.46841315000006
2427,3.5071510944366455,0.1819254755973816,0,387.99165674999995
3236,3.521232961654663,0.32978373765945435,0,382.20880345
4000,3.533908905506134,0.4118969738483429,0,384.7623662
4045,3.5337065267562866,0.33948326110839844,0,384.7730846
4854,3.558549436569214,0.5549561381340027,0,385.90593679999995
5663,3.57296785736084,0.30992135405540466,0,383.790489
6000,3.5853792672157287,0.3409837782382965,0,384.118413
6472,3.595969868659973,0.1486395299434662,0,385.27191350000004
7281,3.603593096733093,0.26627597212791443,0,381.2399897
